0.15163878,0.34601,0.45903912
0.39644262,0.4143043,0.34089875
0.37701556,0.27369565,0.27303874
0.61328393,0.45737648,0.3141175
0.15339936,0.19513173,0.43488112
0.39174238,0.15363225,0.47596854
0.33526167,0.14253677,0.3932316
0.31054935,0.32290205,0.30544096
0.15817629,0.48789605,0.26578942
0.4072811,0.31611314,0.3999639
0.18446116,0.31330463,0.48624852
0.25550973,0.12506165,0.48066676
0.21138191,0.49004447,0.34632933
0.45543638,0.20380585,0.51134074
0.33050856,0.17737335,0.39157102
0.32642332,0.2354354,0.31392828
0.15011686,0.47472498,0.27971908
0.32962605,0.2532366,0.4262095
0.40317342,0.18998879,0.40779477
