Raw Exposure,Edited Exposure,Raw Saturation,Edited Saturation,Raw Hue,Edited Hue
0.35551134526173334,0.3660315032120154,0.3460899698945677,0.25015869396642126,0.3321208188372312,0.35592850872649134
0.6698276903010197,0.6013366525865665,0.11889000231096464,0.09485837309657905,0.29636863138585456,0.32102981770833333
0.43444731628343597,0.3394844564820609,0.3044126614216481,0.2029568601376721,0.5467141531574301,0.34307796247044914
0.4466683799736481,0.3695212741748379,0.2019083901166599,0.2204361634978129,0.3936349504746325,0.1761217274045355
0.6913637591972239,0.5466566782995083,0.4205387721322117,0.26304742641432144,0.5474835137556318,0.49749370878928173
0.4997186684902948,0.37542945920004156,0.16669848349779146,0.16226677400987116,0.4908435083435083,0.4781534630386526
0.6389589197807191,0.549841781650168,0.4568953272153964,0.13230907135557587,0.08684394218707944,0.18371473869054714
0.6990124514086451,0.3895650229224375,0.3730913124425235,0.2553142602593998,0.5828911819843192,0.5387571554400632
0.6440763814803087,0.574564091833542,0.20702806105455823,0.3231612034574468,0.28178016403450695,0.1658282939937943
0.49530212230135334,0.43574181512480104,0.6222671440362177,0.623664977160207,0.2696292442329852,0.1980986680411894
0.5601002217697719,0.5220218097983312,0.6931914788402678,0.6353857396451932,0.1609892925701749,0.15712432862041598
0.26229601637222366,0.31252002724595634,0.4282252584624116,0.34238800606846964,0.14507634583499493,0.13212785026508125
0.11196477063313177,0.19691305270857326,0.4517352463265798,0.3723999444593156,0.4861559181609919,0.5706200225400151
0.4033888560005544,0.3367192261105703,0.26746530480210173,0.23288517991909227,0.27319662923029503,0.24083960719362518
0.33292328615317646,0.29838278628018805,0.2517374055708311,0.2962647733736588,0.2616678335976147,0.18201741637065547
0.38253036262190615,0.2811915439137009,0.32072010349175534,0.2568807332021581,0.5146340043551079,0.4091218415410169
0.4524293299579119,0.41746043542802685,0.26272783146617257,0.2756218043745125,0.3984920973380507,0.25330600115286966
0.360728394462933,0.3384126163409151,0.48498460690799566,0.4274092532723148,0.25169988950590677,0.19236907038353637
0.4631664261754399,0.42689784801987857,0.06905823739711453,0.09702475510667778,0.4162889258301459,0.1951117103954501
0.34275784300383727,0.27475450802472684,0.4031382775232631,0.2672198812945995,0.19322743146559546,0.25588670306735567
0.3655413702095764,0.39763951106649975,0.3753405075083686,0.36033316862787396,0.2729738131599536,0.21845658315056227
0.6046528914718253,0.4773904689730513,0.22747918134948303,0.17948828312951456,0.28212645326233843,0.2505542272096056
0.35632823127755886,0.32323960287561526,0.5325744839977545,0.4005384942364291,0.32144603076315215,0.239176437531567
0.505789939267448,0.44422874820376956,0.5384515484515484,0.548109583193575,0.33830431052244775,0.13561946136500724
0.24977928362818058,0.21888800169562325,0.5070138065062121,0.11346305596837308,0.10550573806904645,0.17352424747868966
0.6148400962993746,0.4504111259888571,0.2713775342980173,0.20382963528113415,0.541990896036302,0.5123468039880729
0.37555750557395495,0.2692795474661021,0.29199460218530293,0.19969146217623238,0.292048198857081,0.2942558416661652
0.34727256265224926,0.2820608768406499,0.4440925650472087,0.3569504154225492,0.12791283646569526,0.1735303875642449
0.658541862290898,0.3772690080911329,0.15746131754594928,0.34660393877010365,0.37081860814739787,0.18093872346042444
0.5520594258291864,0.5751538738029729,0.22219785618024485,0.16872152861391104,0.3154975570012791,0.289342208391616
0.3504141068949697,0.4012880525169347,0.6214751934959687,0.35194248426954133,0.093344513564611,0.16921856104439023
0.3663268479165902,0.43141210943610986,0.296905187766156,0.17952076149389798,0.3352251743695537,0.23847838735224028
0.7423019650606988,0.6482890995499355,0.03779056120260845,0.04353132871241351,0.15831018956250603,0.18156062055517125
0.13629961906583468,0.1178160964936892,0.3970833833014837,0.14442320369761186,0.48695695177079806,0.39110866649515835
0.3644303573049256,0.4655504793140136,0.26965173140822774,0.268940221243823,0.2974715887204409,0.28096481712445825
0.47991681090957655,0.49730169252320316,0.31132768211666784,0.321465322534381,0.34803651854813916,0.27692915169942867
0.35815399082909116,0.4922524242142845,0.47073424361098193,0.3718351911237746,0.35942588269169096,0.10462581931081333
0.274351834248028,0.21702004264126218,0.4672360559471286,0.27001224993821754,0.29189509292450466,0.19717628976186133
0.23529466488749978,0.3851024273551918,0.3915577402114761,0.41209172365230573,0.31354214666782326,0.1988065729294809
0.510769259789318,0.5268708880892783,0.2874927731114397,0.192525256831456,0.4075620546525201,0.36114905160313243
0.41582496226200694,0.34099605911536485,0.2960959327426217,0.18578429192633045,0.14835007738574932,0.1586957546401019
0.48804568712753543,0.43600799561706893,0.24777592807935025,0.17698955812269557,0.34925584449310987,0.36041178269171087
0.5134342475288779,0.3966024637282186,0.31887456585774515,0.15912993654915758,0.2235480654532269,0.31805348425271984
0.37215833452875924,0.3792617894150673,0.37173695590772277,0.22011471459681106,0.4131793892610438,0.3094702331540952
0.33498649924606666,0.37727001129669974,0.42664606791692955,0.35100721173242955,0.27117026555672913,0.2670127689900549
0.491236261033447,0.4528887848091364,0.2763164459977269,0.1516518949468085,0.21343371255016055,0.24379085771276593
0.31787068029252613,0.3912073973031636,0.682559364618693,0.29288409562482065,0.11198289664857584,0.20830510044307676
0.44681794592694246,0.2989431259066245,0.20554779258931508,0.33610173060329,0.35280496464319994,0.1881765494515867
0.49955672514417193,0.49087571221223925,0.301672614161496,0.21019277299322697,0.3932328282381902,0.3998208888123661
