Raw Exposure,Edited Exposure,Raw Saturation,Edited Saturation,Raw Hue,Edited Hue
0.35551134526173334,0.35321421493121863,0.3460899698945677,0.42122510576914823,0.3321208188372312,0.3373146640032613
0.6698276903010197,0.47712127789945763,0.11889000231096464,0.10789576032540675,0.29636863138585456,0.33096483266843973
0.43444731628343597,0.4148233638402169,0.3044126614216481,0.3055416249478515,0.5467141531574301,0.5649138694961584
0.4466683799736481,0.4104839229358867,0.2019083901166599,0.2283623585639992,0.3936349504746325,0.3891497344454747
0.6913637591972239,0.5976124658585759,0.4205387721322117,0.29800845026817996,0.5474835137556318,0.566993859775682
0.4997186684902948,0.43677791266266636,0.16669848349779146,0.20098333043502298,0.4908435083435083,0.48146015863173725
0.6389589197807191,0.5819016195882047,0.4568953272153964,0.16487640691823588,0.08684394218707944,0.1767048882526874
0.6990124514086451,0.367763801230472,0.3730913124425235,0.33708161317066493,0.5828911819843192,0.5489155045286614
0.6440763814803087,0.6250979401335003,0.20702806105455823,0.38873173367751357,0.28178016403450695,0.20259402149822694
0.49530212230135334,0.4527536077153877,0.6222671440362177,0.482307380932599,0.2696292442329852,0.20684042647299156
0.5601002217697719,0.5426493534266692,0.6931914788402678,0.8649769494721361,0.1609892925701749,0.18743262505508682
0.26229601637222366,0.29528200037262897,0.4282252584624116,0.40955264785999146,0.14507634583499493,0.16064976415998802
0.11196477063313177,0.19741649436444686,0.4517352463265798,0.4262456472178069,0.4861559181609919,0.4710305482851084
0.4033888560005544,0.4951996799706076,0.26746530480210173,0.29271193142625485,0.27319662923029503,0.2743129692604321
0.33292328615317646,0.30488153322377826,0.2517374055708311,0.3488167237790051,0.2616678335976147,0.2602908277182933
0.38253036262190615,0.3185253766036972,0.32072010349175534,0.35025574030250817,0.5146340043551079,0.4973892670045577
0.4524293299579119,0.4358815858686381,0.26272783146617257,0.28135233086411715,0.3984920973380507,0.33512199947311666
0.360728394462933,0.3042010538806252,0.48498460690799566,0.5464637044413426,0.25169988950590677,0.23926346518637043
0.4631664261754399,0.47228243460845876,0.06905823739711453,0.1545105045839835,0.4162889258301459,0.4270676135191503
0.34275784300383727,0.28628562665453144,0.4031382775232631,0.4802353453791999,0.19322743146559546,0.20962772104475233
0.3655413702095764,0.4510389051309395,0.3753405075083686,0.4013352061828337,0.2729738131599536,0.270866709384588
0.6046528914718253,0.46598556016040515,0.22747918134948303,0.20232817065313655,0.28212645326233843,0.33662794496325793
0.35632823127755886,0.47370612612972146,0.5325744839977545,0.4202185989493534,0.32144603076315215,0.302119760209039
0.505789939267448,0.5809640816187919,0.5384515484515484,0.5978482179362297,0.33830431052244775,0.21993083893479945
0.24977928362818058,0.19935228904972635,0.5070138065062121,0.15311167680906737,0.10550573806904645,0.27186318734984827
0.6148400962993746,0.4607352177187443,0.2713775342980173,0.2988100066209916,0.541990896036302,0.5545480216453774
0.37555750557395495,0.2531869896523879,0.29199460218530293,0.23981441516355279,0.292048198857081,0.30372271742429874
0.34727256265224926,0.1791833353876986,0.4440925650472087,0.4505397849485857,0.12791283646569526,0.2010920276804765
0.658541862290898,0.48698957886815514,0.15746131754594928,0.530699599233967,0.37081860814739787,0.35479082491829295
0.5520594258291864,0.538240558180866,0.22219785618024485,0.24785989192274543,0.3154975570012791,0.3961805773940904
0.3504141068949697,0.3704261220168777,0.6214751934959687,0.41070903714507007,0.093344513564611,0.26630996747900204
0.3663268479165902,0.42148170369613897,0.296905187766156,0.21946191349482178,0.3352251743695537,0.3311451598466676
0.7423019650606988,0.5622503673329072,0.03779056120260845,0.05662739448298037,0.15831018956250603,0.2759651431330928
0.13629961906583468,0.18777081007064136,0.3970833833014837,0.3975778984863742,0.48695695177079806,0.503340307618517
0.3644303573049256,0.3790407765053753,0.26965173140822774,0.2790220772727237,0.2974715887204409,0.2797388489470821
0.47991681090957655,0.4545407487073033,0.31132768211666784,0.35640001921449516,0.34803651854813916,0.33598084931018696
0.35815399082909116,0.44527610024848413,0.47073424361098193,0.3932455273776177,0.35942588269169096,0.22062951670294317
0.274351834248028,0.28354420056091073,0.4672360559471286,0.4357370849975411,0.29189509292450466,0.2525308583832183
0.23529466488749978,0.25579947885046306,0.3915577402114761,0.36005225925752177,0.31354214666782326,0.28442510174282226
0.510769259789318,0.4877753057206925,0.2874927731114397,0.2953261505267001,0.4075620546525201,0.42101168827570923
0.41582496226200694,0.3173189573926508,0.2960959327426217,0.2615251210783897,0.14835007738574932,0.15687718175426205
0.48804568712753543,0.43473238189042834,0.24777592807935025,0.23346132303676495,0.34925584449310987,0.372749822708886
0.5134342475288779,0.4985034720935213,0.31887456585774515,0.14199698321817175,0.2235480654532269,0.4072036285092952
